config_id,plot_name,plot_width_m,plot_depth_m,plot_area_sqm,plot_area_cents,plot_area_sqft,facing,bhk_type,is_suitable,suitability_reason,net_buildable_area_sqm,net_buildable_width_m,net_buildable_depth_m,zone_public_pct,zone_private_pct,zone_service_pct,master_bedroom_target_w,master_bedroom_target_d,bedroom2_target_w,bedroom2_target_d,bedroom3_target_w,bedroom3_target_d,living_target_w,living_target_d,dining_target_w,dining_target_d,kitchen_target_w,kitchen_target_d,toilet_att_target_w,toilet_att_target_d,toilet_common_target_w,toilet_common_target_d,utility_target_w,utility_target_d,verandah_target_w,verandah_target_d,pooja_room_possible,staircase_possible,courtyard_possible,common_in_district,vastu_front_facing,layout_strategy,typical_use,road_width_typical_m,fsi_applicable,is_corner_plot,special_notes
96,6x12m Urban Residential,6,12,72,1.78,775,W,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,45.6,4.8,9.5,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,1,0,"Chennai, Coimbatore, Thanjavur","West entry acceptable, master bedroom SW corner",West portico entry. Formal living front. Family room center. Master SE suite. Bedrooms 2-3 east wing. Bedroom 4 NE. Kitchen NW block with utility and service entry. Staircase core center.,URBAN_RESIDENTIAL,7.5,1.5,0,
97,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,N,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,32.54,4.9,6.64,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","North entrance auspicious, master SW",Verandah spans north frontage. Living room behind verandah east-west axis. Bedroom in south zone. Kitchen and toilet on west service wall.,SEMI_URBAN,6,1.5,0,
98,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,N,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",32.54,4.9,6.64,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","North entrance auspicious, master SW",Verandah full north width. Living-dining spine east-west behind verandah. Master bedroom SW corner. Second bedroom SE. Kitchen and utility NW service block.,SEMI_URBAN,6,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
99,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,N,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,32.54,4.9,6.64,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","North entrance auspicious, master SW",North verandah full width. Living-dining open plan behind. Master bedroom SW. Bedroom 2 south-center. Bedroom 3 SE. Kitchen NW with utility. Staircase NE corner.,SEMI_URBAN,6,1.5,0,
100,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,N,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,32.54,4.9,6.64,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","North entrance auspicious, master SW",Grand north verandah. Formal living and dining front zone. Master suite SW with walk-in. Bedrooms 2-3 south wing. Bedroom 4 east. Kitchen NW with pantry and utility. Central courtyard. Staircase NE.,SEMI_URBAN,6,1.5,0,
101,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,S,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,32.54,4.9,6.64,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","South entry needs vastu remedies, master SW",Entry verandah south. Living central spine. Bedroom placed north for privacy. Kitchen west side. Toilet between bedroom and kitchen.,SEMI_URBAN,6,1.5,0,
102,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,S,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",32.54,4.9,6.64,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","South entry needs vastu remedies, master SW",South verandah entry. Living room central. Master bedroom NW for vastu. Bedroom 2 NE. Kitchen SW with utility. Common toilet between bedrooms.,SEMI_URBAN,6,1.5,0,
103,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,S,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,32.54,4.9,6.64,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","South entry needs vastu remedies, master SW",South verandah entry. Living central axis. Three bedrooms arranged north strip. Master NW per vastu. Kitchen SW service zone. Courtyard center if space allows.,SEMI_URBAN,6,1.5,0,
104,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,S,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,32.54,4.9,6.64,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","South entry needs vastu remedies, master SW",South portico entry. Double-height living central. Master bedroom NW per vastu. Bedroom 2 NE. Bedrooms 3-4 north wing. Kitchen SW with service yard. Central courtyard with skylight.,SEMI_URBAN,6,1.5,0,
105,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,E,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,32.54,4.9,6.64,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul",East facing most auspicious per vastu,East verandah full depth. Living room front east. Bedroom rear west corner. Kitchen south service strip. Toilet adjacent bedroom.,SEMI_URBAN,6,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
106,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,E,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",32.54,4.9,6.64,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul",East facing most auspicious per vastu,East verandah along frontage. Living room front-east. Dining behind living. Master bedroom SW corner. Bedroom 2 NW. Kitchen and services west wall.,SEMI_URBAN,6,1.5,0,
107,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,E,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,32.54,4.9,6.64,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul",East facing most auspicious per vastu,East verandah along depth. Living-dining front east half. Master bedroom SW. Bedrooms 2 and 3 west strip. Kitchen NW service block. Staircase south wall.,SEMI_URBAN,6,1.5,0,
108,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,E,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,32.54,4.9,6.64,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul",East facing most auspicious per vastu,East verandah grand entry. Living-dining front east wing. Master SW suite. Bedrooms 2-3 west wing. Bedroom 4 NW. Kitchen and utility west service block. Courtyard center. Staircase south.,SEMI_URBAN,6,1.5,0,
109,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,W,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,32.54,4.9,6.64,35,40,25,3,3.6,,,,,3,3.6,,,2.4,3,1.2,1.8,,,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","West entry acceptable, master bedroom SW corner",West entry verandah. Living front zone. Bedroom east rear for morning light. Kitchen and utility south strip. Toilet beside bedroom.,SEMI_URBAN,6,1.5,0,
110,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,W,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",32.54,4.9,6.64,30,45,25,3,3.6,2.4,3,,,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","West entry acceptable, master bedroom SW corner",West entry with verandah. Living-dining front zone. Master bedroom SE for morning sun. Bedroom 2 NE. Kitchen NW service corner with utility area.,SEMI_URBAN,6,1.5,0,
111,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,W,3BHK,0,Plot too small for 3BHK; need minimum 80sqm for three bedrooms plus services,32.54,4.9,6.64,25,50,25,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","West entry acceptable, master bedroom SW corner",West entry verandah. Living room front. Dining adjacent. Master bedroom SE. Bedroom 2 NE. Bedroom 3 east-center. Kitchen and services NW corner block.,SEMI_URBAN,6,1.5,0,
112,20x30ft TN Standard,6.096,9.144,55.74,1.38,599.98,W,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,32.54,4.9,6.64,22,55,23,3,3.6,2.4,3,2.7,3.3,3,3.6,2.4,2.7,2.4,3,1.2,1.8,1.2,1.5,,,4.5,1.5,0,0,0,"Tiruchirappalli, Tirunelveli, Dindigul","West entry acceptable, master bedroom SW corner",West portico entry. Formal living front. Family room center. Master SE suite. Bedrooms 2-3 east wing. Bedroom 4 NE. Kitchen NW block with utility and service entry. Staircase core center.,SEMI_URBAN,6,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
113,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,N,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,62.21,6.42,9.69,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,,,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Salem, Erode, Tiruppur","North entrance auspicious, master SW",Verandah spans north frontage. Living room behind verandah east-west axis. Bedroom in south zone. Kitchen and toilet on west service wall.,SEMI_URBAN,7.5,1.5,0,
114,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,N,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",62.21,6.42,9.69,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Salem, Erode, Tiruppur","North entrance auspicious, master SW",Verandah full north width. Living-dining spine east-west behind verandah. Master bedroom SW corner. Second bedroom SE. Kitchen and utility NW service block.,SEMI_URBAN,7.5,1.5,0,
115,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,N,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",62.21,6.42,9.69,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Salem, Erode, Tiruppur","North entrance auspicious, master SW",North verandah full width. Living-dining open plan behind. Master bedroom SW. Bedroom 2 south-center. Bedroom 3 SE. Kitchen NW with utility. Staircase NE corner.,SEMI_URBAN,7.5,1.5,0,
116,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,N,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,62.21,6.42,9.69,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Salem, Erode, Tiruppur","North entrance auspicious, master SW",Grand north verandah. Formal living and dining front zone. Master suite SW with walk-in. Bedrooms 2-3 south wing. Bedroom 4 east. Kitchen NW with pantry and utility. Central courtyard. Staircase NE.,SEMI_URBAN,7.5,1.5,0,
117,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,S,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,62.21,6.42,9.69,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,,,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Salem, Erode, Tiruppur","South entry needs vastu remedies, master SW",Entry verandah south. Living central spine. Bedroom placed north for privacy. Kitchen west side. Toilet between bedroom and kitchen.,SEMI_URBAN,7.5,1.5,0,
118,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,S,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",62.21,6.42,9.69,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Salem, Erode, Tiruppur","South entry needs vastu remedies, master SW",South verandah entry. Living room central. Master bedroom NW for vastu. Bedroom 2 NE. Kitchen SW with utility. Common toilet between bedrooms.,SEMI_URBAN,7.5,1.5,0,
119,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,S,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",62.21,6.42,9.69,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Salem, Erode, Tiruppur","South entry needs vastu remedies, master SW",South verandah entry. Living central axis. Three bedrooms arranged north strip. Master NW per vastu. Kitchen SW service zone. Courtyard center if space allows.,SEMI_URBAN,7.5,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
120,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,S,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,62.21,6.42,9.69,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Salem, Erode, Tiruppur","South entry needs vastu remedies, master SW",South portico entry. Double-height living central. Master bedroom NW per vastu. Bedroom 2 NE. Bedrooms 3-4 north wing. Kitchen SW with service yard. Central courtyard with skylight.,SEMI_URBAN,7.5,1.5,0,
121,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,E,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,62.21,6.42,9.69,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,,,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Salem, Erode, Tiruppur",East facing most auspicious per vastu,East verandah full depth. Living room front east. Bedroom rear west corner. Kitchen south service strip. Toilet adjacent bedroom.,SEMI_URBAN,7.5,1.5,0,
122,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,E,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",62.21,6.42,9.69,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Salem, Erode, Tiruppur",East facing most auspicious per vastu,East verandah along frontage. Living room front-east. Dining behind living. Master bedroom SW corner. Bedroom 2 NW. Kitchen and services west wall.,SEMI_URBAN,7.5,1.5,0,
123,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,E,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",62.21,6.42,9.69,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Salem, Erode, Tiruppur",East facing most auspicious per vastu,East verandah along depth. Living-dining front east half. Master bedroom SW. Bedrooms 2 and 3 west strip. Kitchen NW service block. Staircase south wall.,SEMI_URBAN,7.5,1.5,0,
124,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,E,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,62.21,6.42,9.69,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Salem, Erode, Tiruppur",East facing most auspicious per vastu,East verandah grand entry. Living-dining front east wing. Master SW suite. Bedrooms 2-3 west wing. Bedroom 4 NW. Kitchen and utility west service block. Courtyard center. Staircase south.,SEMI_URBAN,7.5,1.5,0,
125,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,W,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,62.21,6.42,9.69,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,,,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Salem, Erode, Tiruppur","West entry acceptable, master bedroom SW corner",West entry verandah. Living front zone. Bedroom east rear for morning light. Kitchen and utility south strip. Toilet beside bedroom.,SEMI_URBAN,7.5,1.5,0,
126,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,W,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",62.21,6.42,9.69,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Salem, Erode, Tiruppur","West entry acceptable, master bedroom SW corner",West entry with verandah. Living-dining front zone. Master bedroom SE for morning sun. Bedroom 2 NE. Kitchen NW service corner with utility area.,SEMI_URBAN,7.5,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
127,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,W,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",62.21,6.42,9.69,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Salem, Erode, Tiruppur","West entry acceptable, master bedroom SW corner",West entry verandah. Living room front. Dining adjacent. Master bedroom SE. Bedroom 2 NE. Bedroom 3 east-center. Kitchen and services NW corner block.,SEMI_URBAN,7.5,1.5,0,
128,25x40ft Residential,7.62,12.19,92.89,2.3,999.86,W,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,62.21,6.42,9.69,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Salem, Erode, Tiruppur","West entry acceptable, master bedroom SW corner",West portico entry. Formal living front. Family room center. Master SE suite. Bedrooms 2-3 east wing. Bedroom 4 NE. Kitchen NW block with utility and service entry. Staircase core center.,SEMI_URBAN,7.5,1.5,0,
129,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,N,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,65.62,7.14,9.19,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,,,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Chennai, Madurai, Salem","North entrance auspicious, master SW",Verandah spans north frontage. Living room behind verandah east-west axis. Bedroom in south zone. Kitchen and toilet on west service wall.,PLOTTED_DEVELOPMENT,9,1.5,0,
130,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,N,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",65.62,7.14,9.19,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Chennai, Madurai, Salem","North entrance auspicious, master SW",Verandah full north width. Living-dining spine east-west behind verandah. Master bedroom SW corner. Second bedroom SE. Kitchen and utility NW service block.,PLOTTED_DEVELOPMENT,9,1.5,0,
131,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,N,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",65.62,7.14,9.19,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Chennai, Madurai, Salem","North entrance auspicious, master SW",North verandah full width. Living-dining open plan behind. Master bedroom SW. Bedroom 2 south-center. Bedroom 3 SE. Kitchen NW with utility. Staircase NE corner.,PLOTTED_DEVELOPMENT,9,1.5,0,
132,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,N,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,65.62,7.14,9.19,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Chennai, Madurai, Salem","North entrance auspicious, master SW",Grand north verandah. Formal living and dining front zone. Master suite SW with walk-in. Bedrooms 2-3 south wing. Bedroom 4 east. Kitchen NW with pantry and utility. Central courtyard. Staircase NE.,PLOTTED_DEVELOPMENT,9,1.5,0,
133,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,S,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,65.62,7.14,9.19,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,,,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Chennai, Madurai, Salem","South entry needs vastu remedies, master SW",Entry verandah south. Living central spine. Bedroom placed north for privacy. Kitchen west side. Toilet between bedroom and kitchen.,PLOTTED_DEVELOPMENT,9,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
134,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,S,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",65.62,7.14,9.19,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Chennai, Madurai, Salem","South entry needs vastu remedies, master SW",South verandah entry. Living room central. Master bedroom NW for vastu. Bedroom 2 NE. Kitchen SW with utility. Common toilet between bedrooms.,PLOTTED_DEVELOPMENT,9,1.5,0,
135,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,S,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",65.62,7.14,9.19,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Chennai, Madurai, Salem","South entry needs vastu remedies, master SW",South verandah entry. Living central axis. Three bedrooms arranged north strip. Master NW per vastu. Kitchen SW service zone. Courtyard center if space allows.,PLOTTED_DEVELOPMENT,9,1.5,0,
136,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,S,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,65.62,7.14,9.19,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Chennai, Madurai, Salem","South entry needs vastu remedies, master SW",South portico entry. Double-height living central. Master bedroom NW per vastu. Bedroom 2 NE. Bedrooms 3-4 north wing. Kitchen SW with service yard. Central courtyard with skylight.,PLOTTED_DEVELOPMENT,9,1.5,0,
137,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,E,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,65.62,7.14,9.19,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,,,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Chennai, Madurai, Salem",East facing most auspicious per vastu,East verandah full depth. Living room front east. Bedroom rear west corner. Kitchen south service strip. Toilet adjacent bedroom.,PLOTTED_DEVELOPMENT,9,1.5,0,
138,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,E,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",65.62,7.14,9.19,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Chennai, Madurai, Salem",East facing most auspicious per vastu,East verandah along frontage. Living room front-east. Dining behind living. Master bedroom SW corner. Bedroom 2 NW. Kitchen and services west wall.,PLOTTED_DEVELOPMENT,9,1.5,0,
139,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,E,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",65.62,7.14,9.19,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Chennai, Madurai, Salem",East facing most auspicious per vastu,East verandah along depth. Living-dining front east half. Master bedroom SW. Bedrooms 2 and 3 west strip. Kitchen NW service block. Staircase south wall.,PLOTTED_DEVELOPMENT,9,1.5,0,
140,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,E,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,65.62,7.14,9.19,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Chennai, Madurai, Salem",East facing most auspicious per vastu,East verandah grand entry. Living-dining front east wing. Master SW suite. Bedrooms 2-3 west wing. Bedroom 4 NW. Kitchen and utility west service block. Courtyard center. Staircase south.,PLOTTED_DEVELOPMENT,9,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
141,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,W,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,65.62,7.14,9.19,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,,,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Chennai, Madurai, Salem","West entry acceptable, master bedroom SW corner",West entry verandah. Living front zone. Bedroom east rear for morning light. Kitchen and utility south strip. Toilet beside bedroom.,PLOTTED_DEVELOPMENT,9,1.5,0,
142,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,W,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",65.62,7.14,9.19,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,0,1,0,"Coimbatore, Chennai, Madurai, Salem","West entry acceptable, master bedroom SW corner",West entry with verandah. Living-dining front zone. Master bedroom SE for morning sun. Bedroom 2 NE. Kitchen NW service corner with utility area.,PLOTTED_DEVELOPMENT,9,1.5,0,
